id,race_id,state_abbrev,state,office_id,office_name,office_seat_name,cycle,stage,special,party,politician_id,candidate_id,candidate_name,ballot_party,votes,percent,unopposed,winner,alt_result_text,source
17650,6427,"",,1,U.S. President,,2008,primary,false,DEM,2676,18746,Henry Hewes,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17652,6427,"",,1,U.S. President,,2008,primary,false,DEM,12890,18748,Caroline Pettinato Killeen,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17653,6427,"",,1,U.S. President,,2008,primary,false,DEM,12876,18749,Thomas G. Koos,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17654,6427,"",,1,U.S. President,,2008,primary,false,DEM,12976,18750,Dal Anthony LaMagna,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17655,6427,"",,1,U.S. President,,2008,primary,false,DEM,12977,18751,Stephen W. Marchuk,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17656,6427,"",,1,U.S. President,,2008,primary,false,DEM,12978,18752,Albert Binyahmin Howard,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17657,6427,"",,1,U.S. President,,2008,primary,false,DEM,779,18753,Jim Rogers,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17633,6427,"",,1,U.S. President,,2008,primary,false,DEM,12962,18729,Orion Karl Daley,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17651,6427,"",,1,U.S. President,,2008,primary,false,DEM,12975,18747,William C. Huges,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17611,6427,"",,1,U.S. President,,2008,primary,false,DEM,41,42,Dennis J. Kucinich,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17612,6427,"",,1,U.S. President,,2008,primary,false,DEM,48,54,Mike Gravel,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17613,6427,"",,1,U.S. President,,2008,primary,false,DEM,28,45,Hillary Rodham Clinton,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17614,6427,"",,1,U.S. President,,2008,primary,false,DEM,46,52,Bill Richardson,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17615,6427,"",,1,U.S. President,,2008,primary,false,DEM,42,43,Joe Biden,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17616,6427,"",,1,U.S. President,,2008,primary,false,DEM,45,51,Christopher J. Dodd,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17617,6427,"",,1,U.S. President,,2008,primary,false,DEM,44,46,John Edwards,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17618,6427,"",,1,U.S. President,,2008,primary,false,DEM,16,41,Barack Obama,DEM,,,,true,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17619,6427,"",,1,U.S. President,,2008,primary,false,DEM,12950,18714,Sandy Whitehouse,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17620,6427,"",,1,U.S. President,,2008,primary,false,DEM,12951,18715,Edward Dobson,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17621,6427,"",,1,U.S. President,,2008,primary,false,DEM,12952,18717,Richard Arnold Grayson,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17622,6427,"",,1,U.S. President,,2008,primary,false,DEM,12953,18718,Karl Krueger,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17623,6427,"",,1,U.S. President,,2008,primary,false,DEM,12954,18719,Chuck See,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17624,6427,"",,1,U.S. President,,2008,primary,false,DEM,12955,18720,Frank Lynch,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17625,6427,"",,1,U.S. President,,2008,primary,false,DEM,12956,18721,William Campbell,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17626,6427,"",,1,U.S. President,,2008,primary,false,DEM,12957,18722,Libby Hubbard,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17627,6427,"",,1,U.S. President,,2008,primary,false,DEM,7595,18723,Michael Oatman,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17628,6427,"",,1,U.S. President,,2008,primary,false,DEM,12958,18724,Rich Lee,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17629,6427,"",,1,U.S. President,,2008,primary,false,DEM,12959,18725,Peter Bollander,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17630,6427,"",,1,U.S. President,,2008,primary,false,DEM,12885,18726,Evelyn Louise Vitullo,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17631,6427,"",,1,U.S. President,,2008,primary,false,DEM,12960,18727,Phillip Tanner,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17632,6427,"",,1,U.S. President,,2008,primary,false,DEM,12961,18728,Tish Haymer,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17634,6427,"",,1,U.S. President,,2008,primary,false,DEM,12963,18730,Leland Montell,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17635,6427,"",,1,U.S. President,,2008,primary,false,DEM,12964,18731,Loti Gest,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17636,6427,"",,1,U.S. President,,2008,primary,false,DEM,12965,18732,Eric Hinzman,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17637,6427,"",,1,U.S. President,,2008,primary,false,DEM,12966,18734,Philip Epstein,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17638,6427,"",,1,U.S. President,,2008,primary,false,DEM,12967,18735,Brian F. Calef,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17639,6427,"",,1,U.S. President,,2008,primary,false,DEM,12968,18736,David Robert Frey,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17640,6427,"",,1,U.S. President,,2008,primary,false,DEM,12969,18737,Joseph McAndrew,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17641,6427,"",,1,U.S. President,,2008,primary,false,DEM,12970,18738,Ralph Spelbring,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17642,6427,"",,1,U.S. President,,2008,primary,false,DEM,12971,18739,Richard Edward Caligiuri,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17643,6427,"",,1,U.S. President,,2008,primary,false,DEM,5575,18740,Kenneth A. Capalbo,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17644,6427,"",,1,U.S. President,,2008,primary,false,DEM,12972,18741,Darrel Reece Hunter,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17591,6425,"",,1,U.S. President,,2004,primary,false,DEM,14296,20784,George Henry Ballard,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17590,6425,"",,1,U.S. President,,2004,primary,false,DEM,14292,20775,Jeremy Robinson-Leon,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17589,6425,"",,1,U.S. President,,2004,primary,false,DEM,12991,20774,William H.T. McGaughey,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17587,6425,"",,1,U.S. President,,2004,primary,false,DEM,14290,20772,Arthur H. Jackson,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17586,6425,"",,1,U.S. President,,2004,primary,false,DEM,11634,20771,Vermin Love Supreme,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17585,6425,"",,1,U.S. President,,2004,primary,false,DEM,14289,20770,Jeanne Chebib,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17609,6426,"",,1,U.S. President,,2004,primary,false,REP,14295,20783,Robert Edward Haines,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17584,6425,"",,1,U.S. President,,2004,primary,false,DEM,14288,20769,Lucian Jacob Wojciechowski,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17583,6425,"",,1,U.S. President,,2004,primary,false,DEM,28,164,Hillary Rodham Clinton,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17582,6425,"",,1,U.S. President,,2004,primary,false,DEM,12028,18625,L.D. Talbow,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17581,6425,"",,1,U.S. President,,2004,primary,false,DEM,12892,18624,Harry W. Braun,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17580,6425,"",,1,U.S. President,,2004,primary,false,DEM,12891,18623,R. Randy Lee,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17579,6425,"",,1,U.S. President,,2004,primary,false,DEM,12890,18622,Caroline Pettinato Killeen,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17578,6425,"",,1,U.S. President,,2004,primary,false,DEM,12889,18621,Gerry Dokka,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17577,6425,"",,1,U.S. President,,2004,primary,false,DEM,12888,18620,Robert H. Linnell,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17576,6425,"",,1,U.S. President,,2004,primary,false,DEM,12875,18619,Vincent S. Hamm,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17575,6425,"",,1,U.S. President,,2004,primary,false,DEM,77,18618,Randolph Wilson Crow,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17574,6425,"",,1,U.S. President,,2004,primary,false,DEM,12887,18617,Katherine Bateman,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17573,6425,"",,1,U.S. President,,2004,primary,false,DEM,12873,18616,Edward Thomas O'Donnell,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17572,6425,"",,1,U.S. President,,2004,primary,false,DEM,6995,18615,Willie Felix Carter,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17571,6425,"",,1,U.S. President,,2004,primary,false,DEM,12886,18614,Mildred Williams Glover,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17570,6425,"",,1,U.S. President,,2004,primary,false,DEM,12025,18613,'Ray J' Raymond Caplette,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17569,6425,"",,1,U.S. President,,2004,primary,false,DEM,12885,18612,Evelyn Louise Vitullo,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17568,6425,"",,1,U.S. President,,2004,primary,false,DEM,12884,18611,Huda Muhammad,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17567,6425,"",,1,U.S. President,,2004,primary,false,DEM,12883,18610,William Barchilon,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17566,6425,"",,1,U.S. President,,2004,primary,false,DEM,157,196,Fern Penna,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17565,6425,"",,1,U.S. President,,2004,primary,false,DEM,12882,18609,Keith Brand,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17564,6425,"",,1,U.S. President,,2004,primary,false,DEM,12879,18607,Dianne Barker,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17563,6425,"",,1,U.S. President,,2004,primary,false,DEM,57,166,Wesley Clark,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17562,6425,"",,1,U.S. President,,2004,primary,false,DEM,140,174,Carol Moseley-Braun,DEM,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17691,6428,"",,1,U.S. President,,2008,primary,false,REP,13027,18812,Giannibicego Hoa Tran,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17690,6428,"",,1,U.S. President,,2008,primary,false,REP,13026,18811,H Neal Fendig,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17689,6428,"",,1,U.S. President,,2008,primary,false,REP,13025,18810,Mark Irwin Klein,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17688,6428,"",,1,U.S. President,,2008,primary,false,REP,13024,18809,Vernon E. Wuensche,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17687,6428,"",,1,U.S. President,,2008,primary,false,REP,11634,18808,Vermin Love Supreme,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17686,6428,"",,1,U.S. President,,2008,primary,false,REP,13023,18807,Cornelius Edward O'Connor,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17685,6428,"",,1,U.S. President,,2008,primary,false,REP,13022,18806,Virgil L. R. Wiles,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17684,6428,"",,1,U.S. President,,2008,primary,false,REP,13019,18803,Karen Irish,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17683,6428,"",,1,U.S. President,,2008,primary,false,REP,71,83,Sam Brownback,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17682,6428,"",,1,U.S. President,,2008,primary,false,REP,72,84,John Cox,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17681,6428,"",,1,U.S. President,,2008,primary,false,REP,7788,18802,Rhett Rosenquest Smith,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17680,6428,"",,1,U.S. President,,2008,primary,false,REP,13018,18801,Charles Skelley,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17679,6428,"",,1,U.S. President,,2008,primary,false,REP,13017,18800,Rick Outzen,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17677,6428,"",,1,U.S. President,,2008,primary,false,REP,13015,18798,Michael P. Shaw,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17676,6428,"",,1,U.S. President,,2008,primary,false,REP,13014,18797,Bob L. Forthan,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17675,6428,"",,1,U.S. President,,2008,primary,false,REP,4511,18796,Jack E. Shepard,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17674,6428,"",,1,U.S. President,,2008,primary,false,REP,13013,18795,Michael Burzynski,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17673,6428,"",,1,U.S. President,,2008,primary,false,REP,13012,18794,Jerry Ralph Curry,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17672,6428,"",,1,U.S. President,,2008,primary,false,REP,13011,18793,David Ruben,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17671,6428,"",,1,U.S. President,,2008,primary,false,REP,13009,18791,John Michael Fitzpatrick,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17670,6428,"",,1,U.S. President,,2008,primary,false,REP,13008,18790,Sean Murphy,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17669,6428,"",,1,U.S. President,,2008,primary,false,REP,13007,18789,John R. McGrath,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17668,6428,"",,1,U.S. President,,2008,primary,false,REP,13006,18788,Hugh Cort,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17667,6428,"",,1,U.S. President,,2008,primary,false,REP,49,55,Alan Keyes,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17666,6428,"",,1,U.S. President,,2008,primary,false,REP,51,57,Fred Thompson,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17665,6428,"",,1,U.S. President,,2008,primary,false,REP,23,50,Rudolph W. Giuliani,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17664,6428,"",,1,U.S. President,,2008,primary,false,REP,53,59,Tom Tancredo,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17663,6428,"",,1,U.S. President,,2008,primary,false,REP,13010,18792,James Creighton Mitchell,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17662,6428,"",,1,U.S. President,,2008,primary,false,REP,47,53,Duncan Hunter,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17661,6428,"",,1,U.S. President,,2008,primary,false,REP,43,44,John McCain,REP,,,,true,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17660,6428,"",,1,U.S. President,,2008,primary,false,REP,4,47,Mike Huckabee,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17659,6428,"",,1,U.S. President,,2008,primary,false,REP,7,49,Ron Paul,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17658,6428,"",,1,U.S. President,,2008,primary,false,REP,9,48,Mitt Romney,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17678,6428,"",,1,U.S. President,,2008,primary,false,REP,13016,18799,Daniel Gilbert,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17606,6426,"",,1,U.S. President,,2004,primary,false,REP,12974,20780,Tom Laughlin,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17592,6426,"",,1,U.S. President,,2004,primary,false,REP,26,182,George W. Bush,REP,,,,true,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17593,6426,"",,1,U.S. President,,2004,primary,false,REP,12880,18608,Bill Wyatt,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17594,6426,"",,1,U.S. President,,2004,primary,false,REP,12893,18626,John Donald Rigazio,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17595,6426,"",,1,U.S. President,,2004,primary,false,REP,12894,18627,Stephen Ashby,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17596,6426,"",,1,U.S. President,,2004,primary,false,REP,12895,18628,John Buchanan,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17597,6426,"",,1,U.S. President,,2004,primary,false,REP,14284,20764,Doc Castellano,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17598,6426,"",,1,U.S. President,,2004,primary,false,REP,11823,20765,Richard P. Bosa,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17599,6426,"",,1,U.S. President,,2004,primary,false,REP,14285,20766,Richard Allen Holtz,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17600,6426,"",,1,U.S. President,,2004,primary,false,REP,14286,20767,Bradley J. Barton,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17601,6426,"",,1,U.S. President,,2004,primary,false,REP,14287,20768,Nancy Warrick,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17602,6426,"",,1,U.S. President,,2004,primary,false,REP,11569,20776,George Gostigian,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17603,6426,"",,1,U.S. President,,2004,primary,false,REP,13023,20777,Cornelius Edward O'Connor,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17604,6426,"",,1,U.S. President,,2004,primary,false,REP,12878,20778,Mark Harnes,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17605,6426,"",,1,U.S. President,,2004,primary,false,REP,12872,20779,Jim Taylor,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17607,6426,"",,1,U.S. President,,2004,primary,false,REP,7315,20781,Mildred T. Howard,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17608,6426,"",,1,U.S. President,,2004,primary,false,REP,14294,20782,Michael A. Callis,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17830,6432,"",,1,U.S. President,,2016,primary,false,REP,7039,9221,Stephen Bradley Comley,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17832,6432,"",,1,U.S. President,,2016,primary,false,REP,13058,18861,J. Daniel Dyas,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17833,6432,"",,1,U.S. President,,2016,primary,false,REP,13059,18862,Stephen John McCarthy,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17834,6432,"",,1,U.S. President,,2016,primary,false,REP,13060,18863,Walter N Iwachiw,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17835,6432,"",,1,U.S. President,,2016,primary,false,REP,13061,18864,Kevin Glenn Huey,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17836,6432,"",,1,U.S. President,,2016,primary,false,REP,13062,18865,Matt Drozd,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
17837,6432,"",,1,U.S. President,,2016,primary,false,REP,13063,18866,Robert L. Mann,REP,,,,false,,https://www.fec.gov/introduction-campaign-finance/election-and-voting-information/
