id,race_id,state_abbrev,state,office_id,office_name,office_seat_name,cycle,stage,special,party,politician_id,candidate_id,candidate_name,ballot_party,ranked_choice_round,votes,percent,unopposed,winner,alt_result_text,source
37607,9515,MI,Michigan,279,U.S. Senate,Class I,2024,general,false,"",22915,37301,Dave Stein,UST,"",41363,0.7416462815394211,,false,,https://mvic.sos.state.mi.us/votehistory/Index?type=C&electionDate=11-5-2024
37606,9515,MI,Michigan,279,U.S. Senate,Class I,2024,general,false,"",22914,37300,Joseph Solis-Mullen,LIB,"",56697,1.0165877529299268,,false,,https://mvic.sos.state.mi.us/votehistory/Index?type=C&electionDate=11-5-2024
37605,9515,MI,Michigan,279,U.S. Senate,Class I,2024,general,false,"",2971,31045,Mike Rogers,REP,"",2693680,48.29818329562914,,false,,https://mvic.sos.state.mi.us/votehistory/Index?type=C&electionDate=11-5-2024
37604,9515,MI,Michigan,279,U.S. Senate,Class I,2024,general,false,"",8685,31025,Elissa Slotkin,DEM,"",2712686,48.638964409836,,true,,https://mvic.sos.state.mi.us/votehistory/Index?type=C&electionDate=11-5-2024
37687,9530,TX,Texas,528,U.S. Senate,Class I,2024,general,false,"",23102,37627,Analisa Roche,W,"",1906,0.016879424760539767,,false,,https://results.texas-election.com/races
37686,9530,TX,Texas,528,U.S. Senate,Class I,2024,general,false,"",19224,31380,Tracy Andrus,W,"",919,0.008138610364604431,,false,,https://results.texas-election.com/races
37685,9530,TX,Texas,528,U.S. Senate,Class I,2024,general,false,"",10708,31455,Ted Brown,LIB,"",267039,2.364881798861374,,false,,https://results.texas-election.com/races
37684,9530,TX,Texas,528,U.S. Senate,Class I,2024,general,false,"",9038,31007,Colin Allred,DEM,"",5031249,44.55644750631739,,false,,https://results.texas-election.com/races
37683,9530,TX,Texas,528,U.S. Senate,Class I,2024,general,false,"",1052,31008,Ted Cruz,REP,"",5990741,53.05365265969609,,true,,https://results.texas-election.com/races
37958,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",23112,37644,Tariq K. Shabazz,W,"",524,0.009185537336404528,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37957,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",23111,37643,Nathan Russell,W,"",19,0.0003330633767016909,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37956,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",17015,37642,David Allen Pastorius,W,"",13,0.000227885468269578,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37955,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",9603,37641,Stephen Faris,W,"",84,0.0014724907180495809,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37856,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",19025,31036,Bernie Moreno,REP,"",2857383,50.088927921579355,,true,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37855,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",13169,37509,Donald C. Kissick,LIB,"",195648,3.4296412381543377,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37854,9526,OH,Ohio,425,U.S. Senate,Class I,2024,general,false,"",1025,31033,Sherrod Brown,DEM,"",2650949,46.470211863366885,,false,,https://www.ohiosos.gov/elections/election-results-and-data/2024-official-election-results/
37903,9523,NM,New Mexico,366,U.S. Senate,Class I,2024,general,false,"",19350,31613,Nella Louise Domenici,REP,"",405978,44.94332516707978,,false,,https://electionresults.sos.nm.gov/resultsSW.aspx?type=FED&map=CTY
37902,9523,NM,New Mexico,366,U.S. Senate,Class I,2024,general,false,"",707,36245,Martin Heinrich,DEM,"",497333,55.05667483292023,,true,,https://electionresults.sos.nm.gov/resultsSW.aspx?type=FED&map=CTY
37941,9514,MA,Massachusetts,245,U.S. Senate,Class I,2024,general,false,"","",,"","","",99507,2.9152222195204196,,"",Blank,https://electionstats.state.ma.us/elections/view/165304/
37940,9514,MA,Massachusetts,245,U.S. Senate,Class I,2024,general,false,"","",,"","","",6221,0.18225448890667523,,"",Other,https://electionstats.state.ma.us/elections/view/165304/
37939,9514,MA,Massachusetts,245,U.S. Senate,Class I,2024,general,false,"",19481,31821,John Deaton,REP,"",1365445,40.00297068078687,,false,,https://electionstats.state.ma.us/elections/view/165304/
37938,9514,MA,Massachusetts,245,U.S. Senate,Class I,2024,general,false,"",975,31002,Elizabeth Ann Warren,DEM,"",2041693,59.81477483030645,,true,,https://electionstats.state.ma.us/elections/view/165304/
38023,9516,MN,Minnesota,290,U.S. Senate,Class I,2024,general,false,"",22942,37352,Joyce Lynne Lacey,OTH,"",46377,1.454133055824073,,false,,https://officialdocuments.sos.state.mn.us/Files/GetDocument/145965
38022,9516,MN,Minnesota,290,U.S. Senate,Class I,2024,general,false,"",992,31616,Amy Klobuchar,DEM,"",1792441,56.201300401370446,,true,,https://officialdocuments.sos.state.mn.us/Files/GetDocument/145965
38021,9516,MN,Minnesota,290,U.S. Senate,Class I,2024,general,false,"",22941,37351,Rebecca Whiting,LIB,"",55215,1.731245157671393,,false,,https://officialdocuments.sos.state.mn.us/Files/GetDocument/145965
38025,9516,MN,Minnesota,290,U.S. Senate,Class I,2024,general,false,"","",,"","","",3578,0.11218681833103765,,"",Write-in,https://officialdocuments.sos.state.mn.us/Files/GetDocument/145965
38024,9516,MN,Minnesota,290,U.S. Senate,Class I,2024,general,false,"",22475,36379,Royce White,REP,"",1291712,40.501134566803046,,false,,https://officialdocuments.sos.state.mn.us/Files/GetDocument/145965
38062,9517,MS,Mississippi,309,U.S. Senate,Class I,2024,general,false,"",1001,36690,Roger F. Wicker,REP,"",763420,62.81219120273885,,true,,https://sos.ms.gov/elections/electionresults/2024General/Statewide%20Results/Certification%20of%20Vote%20for%20United%20States%20Senate.pdf
38061,9517,MS,Mississippi,309,U.S. Senate,Class I,2024,general,false,"",22519,36488,Ty Pinkins,DEM,"",451981,37.18780879726115,,false,,https://sos.ms.gov/elections/electionresults/2024General/Statewide%20Results/Certification%20of%20Vote%20for%20United%20States%20Senate.pdf
38085,9519,MT,Montana,313,U.S. Senate,Class I,2024,general,false,"",19033,31060,Tim Sheehy,REP,"",319682,52.6431754333385,,true,,https://sosmt.gov/elections/results/
38083,9519,MT,Montana,313,U.S. Senate,Class I,2024,general,false,"",22482,36390,Sid Daoud,LIB,"",7272,1.1975061834924627,,false,,https://sosmt.gov/elections/results/
38082,9519,MT,Montana,313,U.S. Senate,Class I,2024,general,false,"",11115,37514,Robert Barb,GRE,"",4003,0.6591882910506502,,false,,https://sosmt.gov/elections/results/
38081,9519,MT,Montana,313,U.S. Senate,Class I,2024,general,false,"",1002,30959,Jon Tester,DEM,"",276305,45.5001300921184,,false,,https://sosmt.gov/elections/results/
38107,9520,NE,Nebraska,339,U.S. Senate,Class I,2024,general,false,"","",,"","","",2719,0.2897682706407939,,"",Write-in,https://sos.nebraska.gov/sites/default/files/doc/elections/2024/2024%20General%20Canvass%20Book.pdf
38105,9520,NE,Nebraska,339,U.S. Senate,Class I,2024,general,false,"",19066,31126,Dan Osborn,DEM,"",436493,46.51777188555059,,false,,https://sos.nebraska.gov/sites/default/files/doc/elections/2024/2024%20General%20Canvass%20Book.pdf
38104,9520,NE,Nebraska,339,U.S. Senate,Class I,2024,general,false,"",1007,31125,Deb Fischer,REP,"",499124,53.192459843808614,,true,,https://sos.nebraska.gov/sites/default/files/doc/elections/2024/2024%20General%20Canvass%20Book.pdf
38109,9553,NE,Nebraska,340,U.S. Senate,Class II,2024,general,true,"",11707,36595,Preston Love Jr.,DEM,"",349902,37.422473676611354,,false,,https://sos.nebraska.gov/sites/default/files/doc/elections/2024/2024%20General%20Canvass%20Book.pdf
38108,9553,NE,Nebraska,340,U.S. Senate,Class II,2024,general,true,"",1819,31614,Pete Ricketts,REP,"",585103,62.577526323388646,,true,,https://sos.nebraska.gov/sites/default/files/doc/elections/2024/2024%20General%20Canvass%20Book.pdf
38130,9521,NV,Nevada,372,U.S. Senate,Class I,2024,general,false,"",20800,33569,Chris Cunningham,LIB,"",20881,1.425588914801929,,false,,https://silverstateelection.nv.gov/
38129,9521,NV,Nevada,372,U.S. Senate,Class I,2024,general,false,"",4314,37099,Janine Hansen,IAP,"",21316,1.4552872615256893,,false,,https://silverstateelection.nv.gov/
38128,9521,NV,Nevada,372,U.S. Senate,Class I,2024,general,false,"","",,"","","",44380,3.0299140864378913,,"",None of these candidates,https://silverstateelection.nv.gov/
38127,9521,NV,Nevada,372,U.S. Senate,Class I,2024,general,false,"",18353,31105,Sam Brown,REP,"",677046,46.223326105597764,,false,,https://silverstateelection.nv.gov/
38126,9521,NV,Nevada,372,U.S. Senate,Class I,2024,general,false,"",8322,31010,Jacky S. Rosen,DEM,"",701105,47.86588363163673,,true,,https://silverstateelection.nv.gov/
38153,9525,ND,North Dakota,333,U.S. Senate,Class I,2024,general,false,"","",,"","","",1156,0.31729737296439736,,"",Write-in,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
38152,9525,ND,North Dakota,333,U.S. Senate,Class I,2024,general,false,"",18197,31093,Katrina Christiansen,DEM,"",121602,33.377158431848315,,false,,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
38151,9525,ND,North Dakota,333,U.S. Senate,Class I,2024,general,false,"",3110,31094,Kevin Cramer,REP,"",241569,66.3055441951873,,true,,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
38207,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",11760,37667,Gina Bufe,W,"",19,0.0006391799119882903,,false,,https://enr.sos.mo.gov/
38206,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",23012,37452,Nathan Kline,GRE,"",20123,0.6769588088915981,,false,,https://enr.sos.mo.gov/
38205,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",23011,37450,Jared Young,OTH,"",21111,0.7101961643149892,,false,,https://enr.sos.mo.gov/
38204,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",22840,37193,W.C. Young,LIB,"",35671,1.200009823186016,,false,,https://enr.sos.mo.gov/
38203,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",17709,31066,Lucas Kunce,DEM,"",1243728,41.84031334617749,,false,,https://enr.sos.mo.gov/
38202,9518,MO,Missouri,302,U.S. Senate,Class I,2024,general,false,"",8690,31067,Josh Hawley,REP,"",1651907,55.57188267751793,,true,,https://enr.sos.mo.gov/
38277,9527,PA,Pennsylvania,463,U.S. Senate,Class I,2024,general,false,"",22775,37103,Marty Selker,CON,"",23621,0.33922928702968214,,false,,https://www.electionreturns.pa.gov/
38276,9527,PA,Pennsylvania,463,U.S. Senate,Class I,2024,general,false,"",22776,37104,Leila Hazou,GRE,"",66388,0.9534208504011913,,false,,https://www.electionreturns.pa.gov/
38275,9527,PA,Pennsylvania,463,U.S. Senate,Class I,2024,general,false,"",22774,37102,John C. Thomas,LIB,"",89653,1.287537499262186,,false,,https://www.electionreturns.pa.gov/
38274,9527,PA,Pennsylvania,463,U.S. Senate,Class I,2024,general,false,"",18240,30991,Dave McCormick,REP,"",3399295,48.8184420326643,,true,,https://www.electionreturns.pa.gov/
38273,9527,PA,Pennsylvania,463,U.S. Senate,Class I,2024,general,false,"",1032,30990,Robert P. Casey Jr.,DEM,"",3384180,48.60137033064264,,false,,https://www.electionreturns.pa.gov/
38322,9528,RI,Rhode Island,468,U.S. Senate,Class I,2024,general,false,"","",,"","","",1244,0.25287225479115677,,"",Write-in,https://www.ri.gov/election/results/2024/general_election/
38321,9528,RI,Rhode Island,468,U.S. Senate,Class I,2024,general,false,"",22762,37090,Patricia Morgan,REP,"",196039,39.84953694292893,,false,,https://www.ri.gov/election/results/2024/general_election/
38320,9528,RI,Rhode Island,468,U.S. Senate,Class I,2024,general,false,"",1038,37089,Sheldon Whitehouse,DEM,"",294665,59.89759080227992,,true,,https://www.ri.gov/election/results/2024/general_election/
38352,9529,TN,Tennessee,493,U.S. Senate,Class I,2024,general,false,"",22979,37408,Hastina Robinson,IND,"",8278,0.2752353365199188,,false,,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyOffice.pdf
38351,9529,TN,Tennessee,493,U.S. Senate,Class I,2024,general,false,"",22978,37407,"Pamela Jeanine ""P."" Moses",IND,"",24682,0.8206521594569505,,false,,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyOffice.pdf
38350,9529,TN,Tennessee,493,U.S. Senate,Class I,2024,general,false,"",15230,37406,Tharon Chandler,IND,"",28444,0.9457349495013978,,false,,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyOffice.pdf
38349,9529,TN,Tennessee,493,U.S. Senate,Class I,2024,general,false,"",19050,31095,Gloria Johnson,DEM,"",1027461,34.16206500315201,,false,,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyOffice.pdf
38348,9529,TN,Tennessee,493,U.S. Senate,Class I,2024,general,false,"",2729,31096,Marsha Blackburn,REP,"",1918743,63.796312551369724,,true,,https://sos-prod.tnsosgovfiles.com/s3fs-public/document/20241105GeneralbyOffice.pdf
38415,9531,UT,Utah,534,U.S. Senate,Class I,2024,general,false,"","",,"","","",8878,0.6066242161817932,,"",Void,https://vote.utah.gov/wp-content/uploads/sites/42/2024/11/2024-General-Election-Statewide-Canvass.pdf
38414,9531,UT,Utah,534,U.S. Senate,Class I,2024,general,false,"",18955,37672,Laird F. Hamblin,W,"",322,0.02200191457654172,,false,,https://vote.utah.gov/wp-content/uploads/sites/42/2024/11/2024-General-Election-Statewide-Canvass.pdf
38413,9531,UT,Utah,534,U.S. Senate,Class I,2024,general,false,"",22670,36876,Caroline Gleich,DEM,"",464515,31.739811644479126,,false,,https://vote.utah.gov/wp-content/uploads/sites/42/2024/11/2024-General-Election-Statewide-Canvass.pdf
38412,9531,UT,Utah,534,U.S. Senate,Class I,2024,general,false,"",9049,31391,John Curtis,REP,"",914700,62.50046976137489,,true,,https://vote.utah.gov/wp-content/uploads/sites/42/2024/11/2024-General-Election-Statewide-Canvass.pdf
38411,9531,UT,Utah,534,U.S. Senate,Class I,2024,general,false,"",11582,37399,Carlton E. Bowen,IAP,"",83972,5.737716679569446,,false,,https://vote.utah.gov/wp-content/uploads/sites/42/2024/11/2024-General-Election-Statewide-Canvass.pdf
38452,9504,VA,Virginia,548,U.S. Senate,Class I,2024,general,false,"",80,30777,Timothy Michael Kaine,DEM,"",2415429,54.36572655047597,,true,,https://enr.elections.virginia.gov/results/public/Virginia/elections/2024NovemberGeneral
38453,9504,VA,Virginia,548,U.S. Senate,Class I,2024,general,false,"",18584,32222,Hung Cao,REP,"",2018992,45.44284554818154,,false,,https://enr.elections.virginia.gov/results/public/Virginia/elections/2024NovemberGeneral
38515,9533,WA,Washington,564,U.S. Senate,Class I,2024,general,false,"","",,"","","",10627,0.2787489530848226,,"",Write-in,https://results.vote.wa.gov/results/20241105/federal-all.html
38514,9533,WA,Washington,564,U.S. Senate,Class I,2024,general,false,"",7995,31117,Raul Garcia,REP,"",1549187,40.63557489250185,,false,,https://results.vote.wa.gov/results/20241105/federal-all.html
38513,9533,WA,Washington,564,U.S. Senate,Class I,2024,general,false,"",1066,30973,Maria Cantwell,DEM,"",2252577,59.085676154413335,,true,,https://results.vote.wa.gov/results/20241105/federal-all.html
38591,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"","",,"","","",2922,0.08617468452014238,,"",Scattering,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38590,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"",6263,37675,John Schiess,W,"",26,0.00076678364049408,,false,,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38589,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"",22806,37150,Thomas Leager,IND,"",28751,0.8479152479940497,,false,,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38588,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"",8131,37149,Phil Anderson,IND,"",42315,1.2479403749041151,,false,,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38587,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"",1239,31201,Eric D. Hovde,REP,"",1643996,48.484201455296365,,false,,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38586,9534,WI,Wisconsin,575,U.S. Senate,Class I,2024,general,false,"",1067,31019,Tammy Baldwin,DEM,"",1672777,49.33300145364483,,true,,https://elections.wi.gov/sites/default/files/documents/County%20by%20County%20Report_US%20Senate_1.pdf
38651,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",23132,37680,Jannie Prosser,W,"",82,0.0024486280814640647,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38650,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",22548,36590,Eduardo Quintana,GRE,"",75868,2.265518479079459,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38649,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",3883,30920,Ruben Gallego,DEM,"",1676335,50.057572621232474,,true,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38648,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",14238,30921,Kari Lake,REP,"",1595761,47.65152677933143,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38657,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",23135,37685,Steven Cavin Sanders,W,"",92,0.002747241262130414,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38656,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",11102,37684,Benjamin Rodriguez,W,"",2,5.972263613326986e-05,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38655,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",23134,37683,Shawn Petty,W,"",24,0.0007166716335992384,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38654,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",23133,37682,David Bozic,W,"",12,0.0003583358167996192,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38653,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",11100,37681,Christopher Beckett,W,"",103,0.003075715760863398,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38652,9505,AZ,Arizona,32,U.S. Senate,Class I,2024,general,false,"",19477,31815,Sarah Williams,W,"",535,0.01597580516564969,,false,,https://apps.azsos.gov/election/2024/ge/canvass/20241105_GeneralCanvass_Signed.pdf
38715,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",23140,37691,John Flynn,W,"",7,0.0004097739277240746,,false,,https://ctemspublic.tgstg.net/#/home
38714,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",23050,37508,Robert Finley Hyde,OTH,"",14879,0.8710037529437865,,false,,https://ctemspublic.tgstg.net/#/home
38713,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",10398,37507,Justin Paglino,GRE,"",14422,0.8442513693766578,,false,,https://ctemspublic.tgstg.net/#/home
38712,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",446,37084,Christopher S. Murphy,WFP,"",47049,2.7542076464985694,,true,,https://ctemspublic.tgstg.net/#/home
38711,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",3430,37165,Matthew M. Corey,REP,"",678256,39.70451787463142,,false,,https://ctemspublic.tgstg.net/#/home
38710,9507,CT,Connecticut,106,U.S. Senate,Class I,2024,general,false,"",446,37084,Christopher S. Murphy,DEM,"",953646,55.82560958262184,,true,,https://ctemspublic.tgstg.net/#/home
38811,9512,ME,Maine,261,U.S. Senate,Class I,2024,general,false,"","",,"","","",21665,2.6395559356808507,,"",Blank,https://www.maine.gov/sos/cec/elec/results/results24.html
38810,9512,ME,Maine,261,U.S. Senate,Class I,2024,general,false,"",22420,36288,Demi Kouzounas,REP,"",284338,34.642328900974924,,false,,https://www.maine.gov/sos/cec/elec/results/results24.html
38809,9512,ME,Maine,261,U.S. Senate,Class I,2024,general,false,"",1187,36289,Angus S. King Jr.,IND,"",427331,52.063885416590516,,true,,https://www.maine.gov/sos/cec/elec/results/results24.html
38808,9512,ME,Maine,261,U.S. Senate,Class I,2024,general,false,"",22419,36287,David Allen Costello,DEM,"",88891,10.830037695758435,,false,,https://www.maine.gov/sos/cec/elec/results/results24.html
38807,9512,ME,Maine,261,U.S. Senate,Class I,2024,general,false,"",22838,37191,Jason S. Cherry,IND,"",20222,2.4637479866761214,,false,,https://www.maine.gov/sos/cec/elec/results/results24.html
38995,9506,CA,California,88,U.S. Senate,Class I,2024,general,false,"",19106,31183,Steve Garvey,REP,"",6312594,41.1274828088053,,false,,https://www.sos.ca.gov/elections/prior-elections/statewide-election-results/general-election-nov-5-2024/statement-vote
38994,9506,CA,California,88,U.S. Senate,Class I,2024,general,false,"",2990,30942,Adam B. Schiff,DEM,"",9036252,58.872517191194696,,true,,https://www.sos.ca.gov/elections/prior-elections/statewide-election-results/general-election-nov-5-2024/statement-vote
38997,10013,CA,California,88,U.S. Senate,Class I,2024,general,true,"",19106,31187,Steve Garvey,REP,"",6204637,41.249605762331996,,false,,https://www.sos.ca.gov/elections/prior-elections/statewide-election-results/general-election-nov-5-2024/statement-vote
38996,10013,CA,California,88,U.S. Senate,Class I,2024,general,true,"",2990,31184,Adam B. Schiff,DEM,"",8837051,58.750394237668004,,true,,https://www.sos.ca.gov/elections/prior-elections/statewide-election-results/general-election-nov-5-2024/statement-vote
39219,9511,IN,Indiana,206,U.S. Senate,Class I,2024,general,false,"",18986,37775,Antonio Xavier Alvarez,W,"",19,0.0006714025280778771,,false,,https://enr.indianavoters.in.gov/site/index.html
39218,9511,IN,Indiana,206,U.S. Senate,Class I,2024,general,false,"",18984,37774,Phillip Beachy,W,"",168,0.0059366118272149125,,false,,https://enr.indianavoters.in.gov/site/index.html
39217,9511,IN,Indiana,206,U.S. Senate,Class I,2024,general,false,"",1181,37355,Andrew Horning,LIB,"",73233,2.587832702038272,,false,,https://enr.indianavoters.in.gov/site/index.html
39216,9511,IN,Indiana,206,U.S. Senate,Class I,2024,general,false,"",11667,31088,Valerie McCray,DEM,"",1097061,38.76681730819178,,false,,https://enr.indianavoters.in.gov/site/index.html
39215,9511,IN,Indiana,206,U.S. Senate,Class I,2024,general,false,"",8593,31089,Jim Banks,REP,"",1659416,58.63874197541465,,true,,https://enr.indianavoters.in.gov/site/index.html
39298,9513,MD,Maryland,256,U.S. Senate,Class I,2024,general,false,"","",,"","","",5755,0.1904760013477294,,"",Write-in,https://elections.maryland.gov/elections/2024/General_Results/index.html
39297,9513,MD,Maryland,256,U.S. Senate,Class I,2024,general,false,"",23199,37791,Robin Rowe,W,"",17,0.0005626571716614075,,false,,https://elections.maryland.gov/elections/2024/General_Results/index.html
39296,9513,MD,Maryland,256,U.S. Senate,Class I,2024,general,false,"",23198,37790,Christy Renee Helmondollar,W,"",3,9.929244205789544e-05,,false,,https://elections.maryland.gov/elections/2024/General_Results/index.html
